"","N_SQ_AD","primaire"
"22523",750068595,109
"22524",750067311,109
"22525",750067311,109
"22526",750071577,109
"22527",750071577,109
"22528",750067328,109
"22529",750067328,109
"22530",750073589,464
"22531",750073589,464
"22532",750068444,464
"22533",750068444,464
"22534",750069705,464
"22535",750069705,464
"22536",750158634,464
"22537",750158634,464
"22538",750071225,109
"22539",750071225,109
"22540",750075109,109
"22541",750075109,109
"22542",750074386,464
"22543",750074386,464
"22544",750075110,109
"22545",750075110,109
"22546",750073188,109
"22547",750073188,109
"22548",750069685,464
"22549",750069685,464
"22550",750069064,464
"22551",750069064,464
"22552",750069689,464
"22553",750069689,464
"22554",750074384,464
"22555",750074384,464
"22556",750069708,464
"22557",750069708,464
"22558",750074395,464
"22559",750074395,464
"22560",750074385,464
"22561",750074385,464
"22562",750141904,109
"22563",750141904,109
"22564",750073179,109
"22565",750073179,109
"22566",750070419,464
"22567",750070419,464
"22568",750068441,464
"22569",750068441,464
"22570",750165171,464
"22571",750165171,464
"22572",750068397,464
"22573",750068397,464
"22574",750172695,464
"22575",750172695,464
"22576",750068745,464
"22577",750068745,464
"22578",750067594,464
"22579",750067594,464
"22580",750167710,464
"22581",750167710,464
"22582",750070427,464
"22583",750070427,464
"22584",750070426,464
"22585",750070426,464
"22586",750071322,464
"22587",750071322,464
"22588",750164882,464
"22589",750164882,464
"22590",750164880,464
"22591",750164880,464
"22592",750068400,464
"22593",750068400,464
"22594",750069715,464
"22595",750069715,464
"22596",750068401,464
"22597",750068401,464
"22598",750073177,109
"22599",750073177,109
"22600",750071207,109
"22601",750071207,109
"22602",750071578,109
"22603",750071578,109
"22604",750069033,464
"22605",750069033,464
"22606",750067321,109
"22607",750067321,109
"22608",750175850,464
"22609",750175850,464
"22610",750067133,464
"22611",750067133,464
"22612",750069035,464
"22613",750069035,464
"22614",750069770,109
"22615",750069770,109
"22616",750069696,464
"22617",750069696,464
"22618",750069003,464
"22619",750069003,464
"22620",750074381,464
"22621",750074381,464
"22622",750069694,464
"22623",750069694,464
"22624",750167709,464
"22625",750167709,464
"22626",750068449,464
"22627",750068449,464
"22628",750071576,109
"22629",750071576,109
"22630",750069054,464
"22631",750069054,464
"22632",750071279,109
"22633",750071279,109
"22634",750069058,464
"22635",750069058,464
"22636",750074382,464
"22637",750074382,464
"22638",750069699,464
"22639",750069699,464
"22640",750069004,464
"22641",750069004,464
"22642",750073178,109
"22643",750073178,109
"22644",750073298,464
"22645",750073298,464
"22646",750068442,464
"22647",750068442,464
"22648",750165047,109
"22649",750165047,109
"22650",750073183,109
"22651",750073183,109
"22652",750071224,109
"22653",750071224,109
"22654",750069767,109
"22655",750069767,109
"22656",750071286,109
"22657",750071286,109
"22658",750067596,464
"22659",750067596,464
"22660",750071330,464
"22661",750071330,464
"22662",750071318,464
"22663",750071318,464
"22664",750067121,464
"22665",750067121,464
"22666",750068405,464
"22667",750068405,464
"22668",750068586,109
"22669",750068586,109
"22670",750075108,109
"22671",750075108,109
"22672",750069768,109
"22673",750069768,109
"22674",750161099,109
"22675",750161099,109
"22676",750071194,464
"22677",750071194,464
"22678",750073643,464
"22679",750073643,464
"22680",750073644,464
"22681",750073644,464
"22682",750141905,109
"22683",750141905,109
"22684",750066769,464
"22685",750066769,464
"22686",750071202,109
"22687",750071202,109
"22688",750075111,109
"22689",750075111,109
"22690",750073590,464
"22691",750073590,464
"22692",750173065,109
"22693",750173065,109
"22694",750069073,464
"22695",750069073,464
"22696",750071191,464
"22697",750071191,464
"22698",750073181,109
"22699",750073181,109
"22700",750160711,109
"22701",750160711,109
"22702",750071273,109
"22703",750071273,109
"22704",750069695,464
"22705",750069695,464
"22706",750164886,464
"22707",750164886,464
"22708",750141819,109
"22709",750141819,109
"22710",750067597,464
"22711",750067597,464
"22712",750160713,109
"22713",750160713,109
"22714",750069072,464
"22715",750069072,464
"22716",750074387,464
"22717",750074387,464
"22718",750069682,464
"22719",750069682,464
"22720",750071197,464
"22721",750071197,464
"22722",750069697,464
"22723",750069697,464
"22724",750069007,464
"22725",750069007,464
"22726",750066762,464
"22727",750066762,464
"22728",750073171,109
"22729",750073171,109
"22730",750165048,109
"22731",750165048,109
"22732",750169264,109
"22733",750169264,109
"22734",750071268,109
"22735",750071268,109
"22736",750141887,109
"22737",750141887,109
"22738",750070425,464
"22739",750070425,464
"22740",750097808,464
"22741",750097808,464
"22742",750071283,109
"22743",750071283,109
"22744",750067126,464
"22745",750067126,464
"22746",750143870,109
"22747",750143870,109
"22748",750069074,464
"22749",750069074,464
"22750",750069066,464
"22751",750069066,464
"22752",750164885,464
"22753",750164885,464
"22754",750069712,464
"22755",750069712,464
"22756",750071269,109
"22757",750071269,109
"22758",750071234,109
"22759",750071234,109
"22760",750067129,464
"22761",750067129,464
"22762",750067583,464
"22763",750067583,464
"22764",750071200,464
"22765",750071200,464
"22766",750072914,464
"22767",750072914,464
"22768",750069711,464
"22769",750069711,464
"22770",750164883,464
"22771",750164883,464
"22772",750069067,464
"22773",750069067,464
"22774",750071208,109
"22775",750071208,109
"22776",750164890,464
"22777",750164890,464
"22778",750069075,464
"22779",750069075,464
"22780",750071295,109
"22781",750071295,109
"22782",750073174,109
"22783",750073174,109
"22784",750067122,464
"22785",750067122,464
"22786",750160592,464
"22787",750160592,464
"22788",750164953,109
"22789",750164953,109
"22790",750068445,464
"22791",750068445,464
"22792",750069005,464
"22793",750069005,464
"22794",750071323,464
"22795",750071323,464
"22796",750069687,464
"22797",750069687,464
"22798",750073642,464
"22799",750073642,464
"22800",750069713,464
"22801",750069713,464
"22802",750069056,464
"22803",750069056,464
"22804",750069707,464
"22805",750069707,464
"22806",750164891,464
"22807",750164891,464
"22808",750071275,109
"22809",750071275,109
"22810",750071196,464
"22811",750071196,464
"22812",750068446,464
"22813",750068446,464
"22814",750067127,464
"22815",750067127,464
"22816",750152149,109
"22817",750152149,109
"22818",750164884,464
"22819",750164884,464
"22820",750072918,464
"22821",750072918,464
"22822",750073640,464
"22823",750073640,464
"22824",750069034,464
"22825",750069034,464
"22826",750141910,109
"22827",750141910,109
"22828",750072923,464
"22829",750072923,464
"22830",750069702,464
"22831",750069702,464
"22832",750074396,464
"22833",750074396,464
"22834",750069688,464
"22835",750069688,464
"22836",750164943,109
"22837",750164943,109
"22838",750164935,109
"22839",750164935,109
"22840",750152151,109
"22841",750152151,109
"22842",750068743,464
"22843",750068743,464
"22844",750074394,464
"22845",750074394,464
"22846",750071325,464
"22847",750071325,464
"22848",750071204,109
"22849",750071204,109
"22850",750073184,109
"22851",750073184,109
"22852",750067592,464
"22853",750067592,464
"22854",750067595,464
"22855",750067595,464
"22856",750073182,109
"22857",750073182,109
"22858",750069061,464
"22859",750069061,464
"22860",750143871,109
"22861",750143871,109
"22862",750069680,464
"22863",750069680,464
"22864",750068749,464
"22865",750068749,464
"22866",750066760,464
"22867",750066760,464
"22868",750069683,464
"22869",750069683,464
"22870",750068402,464
"22871",750068402,464
"22872",750067124,464
"22873",750067124,464
"22874",750164892,464
"22875",750164892,464
"22876",750071320,464
"22877",750071320,464
"22878",750152147,109
"22879",750152147,109
"22880",750066770,464
"22881",750066770,464
"22882",750071229,109
"22883",750071229,109
"22884",750069041,464
"22885",750069041,464
"22886",750069052,464
"22887",750069052,464
"22888",750143869,109
"22889",750143869,109
"22890",750073186,109
"22891",750073186,109
"22892",750141915,109
"22893",750141915,109
"22894",750068404,464
"22895",750068404,464
"22896",750071230,109
"22897",750071230,109
"22898",750071324,464
"22899",750071324,464
"22900",750075107,109
"22901",750075107,109
"22902",750071233,109
"22903",750071233,109
"22904",750071205,109
"22905",750071205,109
"22906",750066768,464
"22907",750066768,464
"22908",750068748,464
"22909",750068748,464
"22910",750069031,464
"22911",750069031,464
"22912",750163898,464
"22913",750163898,464
"22914",750169263,109
"22915",750169263,109
"22916",750074380,464
"22917",750074380,464
"22918",750069676,464
"22919",750069676,464
"22920",750068406,464
"22921",750068406,464
"22922",750071272,109
"22923",750071272,109
"22924",750161246,109
"22925",750161246,109
"22926",750071327,464
"22927",750071327,464
"22928",750067120,464
"22929",750067120,464
"22930",750071288,109
"22931",750071288,109
"22932",750141774,464
"22933",750141774,464
"22934",750071226,109
"22935",750071226,109
"22936",750069769,109
"22937",750069769,109
"22938",750072913,464
"22939",750072913,464
"22940",750071198,464
"22941",750071198,464
"22942",750072924,464
"22943",750072924,464
"22944",750068412,464
"22945",750068412,464
"22946",750156687,464
"22947",750156687,464
"22948",750073175,109
"22949",750073175,109
"22950",750071319,464
"22951",750071319,464
"22952",750072919,464
"22953",750072919,464
"22954",750072929,464
"22955",750072929,464
"22956",750163897,464
"22957",750163897,464
"22958",750071326,464
"22959",750071326,464
"22960",750072937,464
"22961",750072937,464
"22962",750068440,464
"22963",750068440,464
"22964",750071316,464
"22965",750071316,464
"22966",750075105,109
"22967",750075105,109
"22968",750071328,464
"22969",750071328,464
"22970",750067131,464
"22971",750067131,464
"22972",750164937,109
"22973",750164937,109
"22974",750073187,109
"22975",750073187,109
"22976",750160599,109
"22977",750160599,109
"22978",750067134,464
"22979",750067134,464
"22980",750071329,464
"22981",750071329,464
"22982",750164945,464
"22983",750164945,464
"22984",750073172,109
"22985",750073172,109
"22986",750071289,109
"22987",750071289,109
"22988",750150431,109
"22989",750150431,109
"22990",750072931,464
"22991",750072931,464
"22992",750073641,464
"22993",750073641,464
"22994",750069681,464
"22995",750069681,464
"22996",750067590,464
"22997",750067590,464
"22998",750071317,464
"22999",750071317,464
"23000",750070441,464
"23001",750070441,464
"23002",750067580,464
"23003",750067580,464
"23004",750141903,109
"23005",750141903,109
"23006",750073176,109
"23007",750073176,109
"23008",750067586,464
"23009",750067586,464
"23010",750071277,109
"23011",750071277,109
"23012",750164946,464
"23013",750164946,464
"23014",750071231,109
"23015",750071231,109
"23016",750164929,109
"23017",750164929,109
"23018",750067587,464
"23019",750067587,464
"23020",750067585,464
"23021",750067585,464
"23022",750164952,109
"23023",750164952,109
"23024",750067589,464
"23025",750067589,464
"23026",750067588,464
"23027",750067588,464
"23028",750067582,464
"23029",750067582,464
"23030",750036329,112
"23031",750177014,112
"23032",750035506,112
"23033",750038189,112
"23034",750036410,112
"23035",750036319,112
"23036",750035426,112
"23037",750036366,112
"23038",750035496,112
"23039",750039702,112
"23040",750036355,112
"23041",750036325,112
"23042",750038731,112
"23043",750038719,112
"23044",750035573,112
"23045",750038717,112
"23046",750035351,112
"23047",750035576,112
"23048",750145299,112
"23049",750036373,112
"23050",750035419,112
"23051",750036386,112
"23052",750035338,112
"23053",750035569,112
"23054",750036316,112
"23055",750038215,112
"23056",750038669,112
"23057",750035585,112
"23058",750038690,112
"23059",750038627,112
"23060",750038725,112
"23061",750038718,112
"23062",750164948,112
"23063",750035326,112
"23064",750035565,112
"23065",750035570,112
"23066",750038225,112
"23067",750038187,112
"23068",750036503,112
"23069",750036041,112
"23070",750035417,112
"23071",750036114,112
"23072",750037883,112
"23073",750159646,112
"23074",750038698,112
"23075",750038678,112
"23076",750035407,112
"23077",750038211,112
"23078",750035357,112
"23079",750035393,112
"23080",750035572,112
"23081",750035382,112
"23082",750036326,112
"23083",750038193,112
"23084",750035386,112
"23085",750038238,112
"23086",750038666,112
"23087",750164947,112
"23088",750038686,112
"23089",750035411,112
"23090",750035563,112
"23091",750038670,112
"23092",750038235,112
"23093",750036606,112
"23094",750035582,112
"23095",750035504,112
"23096",750036368,112
"23097",750036417,112
"23098",750035346,112
"23099",750035414,112
"23100",750038182,112
"23101",750035421,112
"23102",750036038,112
"23103",750036037,112
"23104",750035330,112
"23105",750038691,112
"23106",750036603,112
"23107",750038714,112
"23108",750038680,112
"23109",750036447,112
"23110",750037338,112
"23111",750038221,112
"23112",750038226,112
"23113",750038217,112
"23114",750036047,112
"23115",750035429,112
"23116",750038186,112
"23117",750038707,112
"23118",750164800,112
"23119",750038634,112
"23120",750036044,112
"23121",750038676,112
"23122",750035578,112
"23123",750036327,112
"23124",750038185,112
"23125",750036321,112
"23126",750038230,112
"23127",750038214,112
"23128",750036039,112
"23129",750164837,112
"23130",750035371,112
"23131",750035428,112
"23132",750036636,112
"23133",750036597,112
"23134",750035567,112
"23135",750038203,112
"23136",750036587,112
"23137",750036363,112
"23138",750035497,112
"23139",750036388,112
"23140",750035384,112
"23141",750038197,112
"23142",750038222,112
"23143",750036616,112
"23144",750036383,112
"23145",750038712,112
"23146",750038695,112
"23147",750038675,112
"23148",750036040,112
"23149",750038728,112
"23150",750039680,112
"23151",750038212,112
"23152",750036623,112
"23153",750037107,112
"23154",750038239,112
"23155",750035589,112
"23156",750038200,112
"23157",750036043,112
"23158",750036924,112
"23159",750038795,112
"23160",750036952,112
"23161",750037908,112
"23162",750037772,112
"23163",750038732,112
"23164",750038658,112
"23165",750164853,112
"23166",750038229,112
"23167",750036589,112
"23168",750036929,112
"23169",750036042,112
"23170",750038701,112
"23171",750038715,112
"23172",750038721,112
"23173",750039703,112
"23174",750035345,112
"23175",750038673,112
"23176",750038679,112
"23177",750164768,112
"23178",750036125,112
"23179",750038692,112
"23180",750038630,112
"23181",750036049,112
"23182",750036602,112
"23183",750036048,112
"23184",750038753,112
"23185",750036906,112
"23186",750036923,112
"23187",750036420,112
"23188",750159440,112
"23189",750035587,112
"23190",750038722,112
"23191",750036051,112
"23192",750035493,112
"23193",750038194,112
"23194",750037888,112
"23195",750036349,112
"23196",750037347,112
"23197",750036119,112
"23198",750038683,112
"23199",750164804,112
"23200",750038224,112
"23201",750038613,112
"23202",750177019,112
"23203",750038696,112
"23204",750038655,112
"23205",750036050,112
"23206",750037884,112
"23207",750035927,112
"23208",750161933,112
"23209",750036633,112
"23210",750036610,112
"23211",750036932,112
"23212",750037748,112
"23213",750036352,112
"23214",750037447,112
"23215",750037902,112
"23216",750038663,112
"23217",750161934,112
"23218",750037909,112
"23219",750035929,112
"23220",750036446,112
"23221",750036586,112
"23222",750035933,112
"23223",750035370,112
"23224",750036353,112
"23225",750036341,112
"23226",750164838,112
"23227",750161932,112
"23228",750035529,112
"23229",750036323,112
"23230",750036612,112
"23231",750037746,112
"23232",750036910,112
"23233",750038183,112
"23234",750037724,112
"23235",750037710,112
"23236",750035562,112
"23237",750038623,112
"23238",750036905,112
"23239",750161937,112
"23240",750038772,112
"23241",750164801,112
"23242",750038615,112
"23243",750036909,112
"23244",750036607,112
"23245",750166071,112
"23246",750036912,112
"23247",750037735,112
"23248",750035571,112
"23249",750036611,112
"23250",750036904,112
"23251",750037913,112
"23252",750038687,112
"23253",750164812,112
"23254",750036980,112
"23255",750036046,112
"23256",750038177,112
"23257",750038620,112
"23258",750039678,112
"23259",750039700,112
"23260",750035434,112
"23261",750036933,112
"23262",750036945,112
"23263",750035926,112
"23264",750163305,112
"23265",750036916,112
"23266",750038617,112
"23267",750036423,112
"23268",750038633,112
"23269",750038631,112
"23270",750037912,112
"23271",750036629,112
"23272",750035588,112
"23273",750037877,112
"23274",750037339,112
"23275",750037766,112
"23276",750035931,112
"23277",750035579,112
"23278",750035366,112
"23279",750037903,112
"23280",750038626,112
"23281",750177020,112
"23282",750037781,112
"23283",750036117,112
"23284",750035520,112
"23285",750036622,112
"23286",750177018,112
"23287",750035389,112
"23288",750038220,112
"23289",750036045,112
"23290",750035312,112
"23291",750036970,112
"23292",750036444,112
"23293",750037445,112
"23294",750039674,112
"23295",750037717,112
"23296",750038711,112
"23297",750038716,112
"23298",750161938,112
"23299",750035577,112
"23300",750037879,112
"23301",750035498,112
"23302",750035507,112
"23303",750036908,112
"23304",750035499,112
"23305",750036374,112
"23306",750036332,112
"23307",750038632,112
"23308",750036378,112
"23309",750036387,112
"23310",750038640,112
"23311",750037901,112
"23312",750038697,112
"23313",750161936,112
"23314",750035513,112
"23315",750035354,112
"23316",750036943,112
"23317",750035369,112
"23318",750035418,112
"23319",750035333,112
"23320",750038621,112
"23321",750038614,112
"23322",750036414,112
"23323",750038789,112
"23324",750164808,112
"23325",750035511,112
"23326",750036626,112
"23327",750036421,112
"23328",750035415,112
"23329",750036609,112
"23330",750035396,112
"23331",750036359,112
"23332",750035313,112
"23333",750036392,112
"23334",750036269,112
"23335",750038705,112
"23336",750038706,112
"23337",750038703,112
"23338",750038232,112
"23339",750036605,112
"23340",750037906,112
"23341",750037718,112
"23342",750035500,112
"23343",750036347,112
"23344",750036939,112
"23345",750037334,112
"23346",750036131,112
"23347",750036920,112
"23348",750038616,112
"23349",750038639,112
"23350",750035532,112
"23351",750035416,112
"23352",750035512,112
"23353",750038625,112
"23354",750035581,112
"23355",750037738,112
"23356",750036630,112
"23357",750035934,112
"23358",750035383,112
"23359",750036502,112
"23360",750035397,112
"23361",750036336,112
"23362",750035353,112
"23363",750038780,112
"23364",750036950,112
"23365",750035575,112
"23366",750037755,112
"23367",750035580,112
"23368",750038783,112
"23369",750035514,112
"23370",750035517,112
"23371",750035315,112
"23372",750037820,112
"23373",750035618,112
"23374",750036937,112
"23375",750036324,112
"23376",750035314,112
"23377",750038730,112
"23378",750037451,112
"23379",750037448,112
"23380",750038672,112
"23381",750036334,112
"23382",750035301,112
"23383",750035508,112
"23384",750037730,112
"23385",750035932,112
"23386",750164769,112
"23387",750036946,112
"23388",750035524,112
"23389",750038635,112
"23390",750036342,112
"23391",750038628,112
"23392",750036531,112
"23393",750038752,112
"23394",750038629,112
"23395",750036913,112
"23396",750037712,112
"23397",750161935,112
"23398",750035398,112
"23399",750035337,112
"23400",750036621,112
"23401",750035400,112
"23402",750164811,112
"23403",750161931,112
"23404",750036922,112
"23405",750038790,112
"23406",750035583,112
"23407",750164806,112
"23408",750035564,112
"23409",750035358,112
"23410",750152795,112
"23411",750035584,112
"23412",750038786,112
"23413",750036935,112
"23414",750035442,112
"23415",750036914,112
"23416",750037457,112
"23417",750036340,112
"23418",750036961,112
"23419",750038208,112
"23420",750037714,112
"23421",750036505,112
"23422",750039669,112
"23423",750037707,112
"23424",750167144,112
"23425",750037337,112
"23426",750035930,112
"23427",750037336,112
"23428",750038624,112
"23429",750039671,112
"23430",750036928,112
"23431",750037344,112
"23432",750038622,112
"23433",750039695,112
"23434",750035928,112
"23435",750036591,112
"23436",750035341,112
"23437",750166072,112
"23438",750038618,112
"23439",750035344,112
"23440",750036608,112
"23441",750037885,112
"23442",750164802,112
"23443",750038657,112
"23444",750037750,112
"23445",750035340,112
"23446",750035518,112
"23447",750164830,112
"23448",750037764,112
"23449",750036364,112
"23450",750035574,112
"23451",750164805,112
"23452",750036938,112
"23453",750152093,112
"23454",750037818,112
"23455",750035183,112
"23456",750035320,112
"23457",750035321,112
"23458",750036115,112
"23459",750037440,112
"23460",750038236,112
"23461",750035307,112
"23462",750039673,112
"23463",750035302,112
"23464",750036330,112
"23465",750036312,112
"23466",750036926,112
"23467",750035303,112
"23468",750036371,112
"23469",750037740,112
"23470",750037343,112
"23471",750167146,112
"23472",750037341,112
"23473",750035626,112
"23474",750038660,112
"23475",750036627,112
"23476",750039676,112
"23477",750037731,112
"23478",750037749,112
"23479",750038656,112
"23480",750141821,112
"23481",750038652,112
"23482",750035568,112
"23483",750035439,112
"23484",750036385,112
"23485",750039738,112
"23486",750152096,112
"23487",750038206,112
"23488",750035566,112
"23489",750150416,112
"23490",750035530,112
"23491",750037809,112
"23492",750035591,112
"23493",750039670,112
"23494",750035636,112
"23495",750037453,112
"23496",750036450,112
"23497",750037719,112
"23498",750039502,112
"23499",750038665,112
"23500",750036333,112
"23501",750036448,112
"23502",750037736,112
"23503",750035509,112
"23504",750037342,112
"23505",750035305,112
"23506",750037345,112
"23507",750036335,112
"23508",750039697,112
"23509",750038664,112
"23510",750037721,112
"23511",750035327,112
"23512",750036599,112
"23513",750039699,112
"23514",750037744,112
"23515",750039704,112
"23516",750037878,112
"23517",750036584,112
"23518",750035613,112
"23519",750037236,112
"23520",750035374,112
"23521",750164865,112
"23522",750037881,112
"23523",750035363,112
"23524",750035533,112
"23525",750164770,112
"23526",750177022,112
"23527",750035594,112
"23528",750152089,112
"23529",750037889,112
"23530",750035367,112
"23531",750038726,112
"23532",750037460,112
"23533",750035390,112
"23534",750036375,112
"23535",750152098,112
"23536",750035516,112
"23537",750035319,112
"23538",750037732,112
"23539",750036328,112
"23540",750036962,112
"23541",750038845,112
"23542",750035304,112
"23543",750035505,112
"23544",750037335,112
"23545",750037706,112
"23546",750039694,112
"23547",750037705,112
"23548",750036941,112
"23549",750036617,112
"23550",750036595,112
"23551",750038890,112
"23552",750036921,112
"23553",750036614,112
"23554",750038888,112
"23555",750037747,112
"23556",750037799,112
"23557",750039723,112
"23558",750037813,112
"23559",750037796,112
"23560",750036500,112
"23561",750036506,112
"23562",750036593,112
"23563",750037910,112
"23564",750035373,112
"23565",750035422,112
"23566",750035632,112
"23567",750036501,112
"23568",750035586,112
"23569",750037790,112
"23570",750037442,112
"23571",750036925,112
"23572",750035625,112
"23573",750037450,112
"23574",750039482,112
"23575",750037739,112
"23576",750152094,112
"23577",750039727,112
"23578",750164809,112
"23579",750164807,112
"23580",750036317,112
"23581",750038191,112
"23582",750037437,112
"23583",750036907,112
"23584",750036911,112
"23585",750039696,112
"23586",750036934,112
"23587",750037723,112
"23588",750036919,112
"23589",750036523,112
"23590",750035623,112
"23591",750036635,112
"23592",750035387,112
"23593",750036619,112
"23594",750037704,112
"23595",750037737,112
"23596",750035453,112
"23597",750037742,112
"23598",750039679,112
"23599",750036533,112
"23600",750039721,112
"23601",750035364,112
"23602",750037900,112
"23603",750036588,112
"23604",750036594,112
"23605",750164810,112
"23606",750035597,112
"23607",750037789,112
"23608",750037822,112
"23609",750036504,112
"23610",750035440,112
"23611",750035641,112
"23612",750037801,112
"23613",750039341,112
"23614",750037436,112
"23615",750037795,112
"23616",750036949,112
"23617",750037438,112
"23618",750036360,112
"23619",750036343,112
"23620",750036975,112
"23621",750037459,112
"23622",750038846,112
"23623",750035510,112
"23624",750036927,112
"23625",750035502,112
"23626",750035501,112
"23627",750037034,112
"23628",750036951,112
"23629",750035391,112
"23630",750035643,112
"23631",750038729,112
"23632",750037905,112
"23633",750038894,112
"23634",750036634,112
"23635",750036624,112
"23636",750037743,112
"23637",750039698,112
"23638",750036598,112
"23639",750039705,112
"23640",750038440,112
"23641",750037911,112
"23642",750038661,112
"23643",750037886,112
"23644",750036600,112
"23645",750036632,112
"23646",750164866,112
"23647",750037882,112
"23648",750037890,112
"23649",750035187,112
"23650",750036124,112
"23651",750036525,112
"23652",750035471,112
"23653",750036536,112
"23654",750038178,112
"23655",750036350,112
"23656",750037803,112
"23657",750035528,112
"23658",750038637,112
"23659",750038638,112
"23660",750037458,112
"23661",750038684,112
"23662",750038201,112
"23663",750037708,112
"23664",750037720,112
"23665",750035503,112
"23666",750037348,112
"23667",750037340,112
"23668",750037111,112
"23669",750038844,112
"23670",750038216,112
"23671",750035627,112
"23672",750038892,112
"23673",750038653,112
"23674",750035639,112
"23675",750035342,112
"23676",750037716,112
"23677",750038895,112
"23678",750037783,112
"23679",750039672,112
"23680",750039701,112
"23681",750036309,112
"23682",750035431,112
"23683",750036625,112
"23684",750036120,112
"23685",750036130,112
"23686",750035372,112
"23687",750037891,112
"23688",750035350,112
"23689",750037825,112
"23690",750035420,112
"23691",750038756,112
"23692",750037452,112
"23693",750035174,112
"23694",750037441,112
"23695",750037806,112
"23696",750037824,112
"23697",750038234,112
"23698",750177016,112
"23699",750177017,112
"23700",750036947,112
"23701",750038842,112
"23702",750036320,112
"23703",750036918,112
"23704",750036532,112
"23705",750035306,112
"23706",750036936,112
"23707",750036128,112
"23708",750035368,112
"23709",750035365,112
"23710",750038849,112
"23711",750038192,112
"23712",750035605,112
"23713",750038667,112
"23714",750038893,112
"23715",750035637,112
"23716",750039668,112
"23717",750036592,112
"23718",750038202,112
"23719",750035347,112
"23720",750038188,112
"23721",750038228,112
"23722",750037235,112
"23723",750035630,112
"23724",750036631,112
"23725",750037892,112
"23726",750166074,112
"23727",750036604,112
"23728",750036499,112
"23729",750037833,112
"23730",750037815,112
"23731",750037828,112
"23732",750037805,112
"23733",750037821,112
"23734",750037562,112
"23735",750037443,112
"23736",750035642,112
"23737",750037726,112
"23738",750036944,112
"23739",750164771,112
"23740",750036346,112
"23741",750039513,112
"23742",750036989,112
"23743",750037729,112
"23744",750037439,112
"23745",750037346,112
"23746",750036449,112
"23747",750035325,112
"23748",750038847,112
"23749",750036453,112
"23750",750038195,112
"23751",750037757,112
"23752",750038199,112
"23753",750038659,112
"23754",750038702,112
"23755",750035621,112
"23756",750037907,112
"23757",750038889,112
"23758",750035602,112
"23759",750036637,112
"23760",750037715,112
"23761",750035178,112
"23762",750037213,112
"23763",750037800,112
"23764",750038654,112
"23765",750037904,112
"23766",750035329,112
"23767",750035436,112
"23768",750036639,112
"23769",750037793,112
"23770",750037794,112
"23771",750035409,112
"23772",750037223,112
"23773",750035176,112
"23774",750036306,112
"23775",750035622,112
"23776",750036314,112
"23777",750152100,112
"23778",750152796,112
"23779",750036370,112
"23780",750164803,112
"23781",750039677,112
"23782",750036529,112
"23783",750038781,112
"23784",750035410,112
"23785",750037727,112
"23786",750038848,112
"23787",750037713,112
"23788",750038207,112
"23789",750038181,112
"23790",750035494,112
"23791",750038685,112
"23792",750037763,112
"23793",750035348,112
"23794",750035633,112
"23795",750038219,112
"23796",750165286,112
"23797",750038677,112
"23798",750035474,112
"23799",750038708,112
"23800",750038668,112
"23801",750038689,112
"23802",750038204,112
"23803",750035475,112
"23804",750037734,112
"23805",750035438,112
"23806",750036601,112
"23807",750035616,112
"23808",750035395,112
"23809",750166073,112
"23810",750037823,112
"23811",750037830,112
"23812",750035413,112
"23813",750036301,112
"23814",750035172,112
"23815",750037215,112
"23816",750035188,112
"23817",750036930,112
"23818",750036376,112
"23819",750037760,112
"23820",750036129,112
"23821",750036917,112
"23822",750036964,112
"23823",750035317,112
"23824",750035495,112
"23825",750038671,112
"23826",750036372,112
"23827",750038209,112
"23828",750163948,112
"23829",750035601,112
"23830",750035343,112
"23831",750037775,112
"23832",750035331,112
"23833",750035189,112
"23834",750035359,112
"23835",750035624,112
"23836",750038218,112
"23837",750035186,112
"23838",750035184,112
"23839",750036618,112
"23840",750035634,112
"23841",750038891,112
"23842",750035349,112
"23843",750035388,112
"23844",750039675,112
"23845",750038662,112
"23846",750037232,112
"23847",750037216,112
"23848",750037880,112
"23849",750036596,112
"23850",750035173,112
"23851",750037817,112
"23852",750037233,112
"23853",750038754,112
"23854",750035181,112
"23855",750035175,112
"23856",750036357,112
"23857",750035401,112
"23858",750035433,112
"23859",750037832,112
"23860",750036322,112
"23861",750036365,112
"23862",750035318,112
"23863",750036948,112
"23864",750037759,112
"23865",750037454,112
"23866",750044823,112
"23867",750035635,112
"23868",750038198,112
"23869",750036931,112
"23870",750035190,112
"23871",750038709,112
"23872",750035604,112
"23873",750038727,112
"23874",750035598,112
"23875",750035360,112
"23876",750035614,112
"23877",750035458,112
"23878",750036985,112
"23879",750038223,112
"23880",750035463,112
"23881",750039499,112
"23882",750035456,112
"23883",750038774,112
"23884",750037214,112
"23885",750037808,112
"23886",750039729,112
"23887",750037228,112
"23888",750037709,112
"23889",750037725,112
"23890",750035644,112
"23891",750037827,112
"23892",750035469,112
"23893",750037230,112
"23894",750035631,112
"23895",750036956,112
"23896",750035470,112
"23897",750037449,112
"23898",750036530,112
"23899",750035449,112
"23900",750037751,112
"23901",750039737,112
"23902",750152095,112
"23903",750035525,112
"23904",750036967,112
"23905",750039486,112
"23906",750037761,112
"23907",750037444,112
"23908",750035177,112
"23909",750037110,112
"23910",750038843,112
"23911",750039726,112
"23912",750038700,112
"23913",750039722,112
"23914",750036966,112
"23915",750037765,112
"23916",750035412,112
"23917",750035611,112
"23918",750037769,112
"23919",750035638,112
"23920",750035171,112
